employee_id,rmse,mae,mape,r2,n_test
1,29.772948118343816,25.641782707961585,1.44395030984787,-8.48628283398998,6
2,18.17712771371161,12.313605431825332,0.4983960666137194,-1.5518059171577394,6
3,14.16488332460262,10.33485054753468,0.5038075079125961,-0.22953330407568662,6
4,49.708162116636565,40.06904336652482,1.6817759722146952,-0.776546419578902,6
5,59.39715970421946,55.77257913882477,2.238919910002255,-3.9599921564700766,6
6,20.74423826536723,17.875206278324793,0.48603989250293483,0.8619207022135076,6
7,32.40472623352231,26.165308958044307,1.1070318170781037,0.3657285288938096,6
8,66.03474738025234,41.1774772601193,1.22269900764976,0.32390130608579737,6
9,258.5299198697941,249.4041852328784,5.420678075390032,-149.24232264306968,6
10,460.58311584637437,457.2933260297766,12.823405374066501,-82.62637972177737,6
11,20.97884978724331,17.80454794119646,0.6231472710739411,-0.6935354621100516,6
12,60.622092447346546,55.58021227852487,1.782886736978875,-1.9131652833339001,6
13,46.23424985527835,41.81240504064666,1.3893936569427237,-3.3657650599970204,6
14,166.2382656547547,159.53883589138658,3.9022359366889665,-5.783849929602551,6
15,161.09135579761195,82.25066129214542,2.021655821811512,0.21830936078443597,6
16,34.0534407197789,28.17378005858806,0.8109588416741297,-0.8636059976800885,6
17,60.56111783726204,57.83051801573879,1.4757548215580396,-23.304621409400195,6
18,444.5750652276351,420.1603750783126,10.974232436625027,-393.487408289322,6
19,103.02027951304757,98.68802206893156,3.8173303431536327,-125.8161027322627,6
20,52.30436212545388,45.58516316563131,1.295170440685112,-0.9564195946278968,6
21,479.3755218575815,468.9794909886015,16.4510897997594,-51.55115703572413,6
22,182.94685242415687,175.22641082149403,9.08800777739473,-39.33845659437774,6
23,49.6078309278747,44.774701481528645,2.4140883808543263,-8.744082912097687,6
24,70.2978557071668,68.68892358296814,3.6360227527844775,-57.08880799380355,6
25,79.3882206567968,76.75086131790174,4.392518899096831,-24.121548330298598,6
26,27.548330083409898,21.48344100634813,1.22260816883726,-7.332407244706653,6
27,14.232479306711681,10.909469887573474,0.5709502725531883,-0.39749464212918295,6
28,36.61031897886392,31.31468476719287,1.8451136774011587,-5.402639125029695,6
29,152.01991217484633,145.79544103896112,8.60887853074863,-152.78991515959902,6
30,26.582147512606554,24.131911912765947,1.6089596274808111,-5.608874190936733,6
