employee_id,rmse,mae,mape,r2,n_test
1,29.4856368988926,23.514999999999986,1.32393123556247,-8.304079529018644,6
2,19.284502845549536,16.597222222222474,0.668484360029403,-1.8721956320171502,6
3,26.8108280364483,23.936666666666685,1.1718103961214537,-3.404886757425955,6
4,146.962415688502,136.53166666666684,5.820994423012294,-14.528650363977249,6
5,236.19397886059645,232.69166666666646,9.321061964741471,-77.43091434508234,6
6,23.250996932031885,18.089444444444705,0.4889344206037277,0.8265330496632612,6
7,50.91183547729001,42.414999999999885,1.7954441334779363,-0.5656546540475564,6
8,81.86748006178377,64.1633333333325,1.9271836020333233,-0.03917311144420976,6
9,787.7017474219947,720.1199999999981,15.651853245917756,-1393.7432989328033,6
10,520.6943451589959,520.1150000000001,14.584666512047084,-105.87915007401686,6
11,76.27429321570632,69.95499999999986,2.4439743690261153,-21.386558400649495,6
12,248.46745602347556,244.95666666666662,7.863901861196264,-47.937559514628674,6
13,101.35703792096064,91.79722222222199,3.0559879789881657,-19.981694042411508,6
14,183.03204325563695,164.66666666666674,4.014885905157633,-7.223723298417328,6
15,154.7413977235709,131.23888888888845,3.3974615245164985,0.2787206998588936,6
16,32.52561951754353,26.50444444444467,0.765455929040531,-0.7001344046805096,6
17,401.0422305173526,400.47166666666675,10.210719391107082,-1064.8137263125811,6
18,741.7826766872716,738.7199999999999,19.286656158381142,-1097.2376222242624,6
19,95.32158577095181,83.50000000000016,3.229253074740785,-107.57040854547573,6
20,42.092752774213935,38.56444444444431,1.1064418207996605,-0.26707067847746035,6
21,393.95619628540805,388.7983333333337,13.646760306950279,-34.49167087654038,6
22,250.4003464288071,215.86666666666656,11.208179225149301,-74.56822902167151,6
23,26.02403344346634,22.196111111110895,1.1973976380348705,-1.681573536628742,6
24,95.48086383319634,92.73166666666691,4.909777588905208,-106.16204376268338,6
25,97.63213987264164,96.56833333333309,5.5231260883812,-36.994425584644596,6
26,68.20018240852104,66.9099999999999,3.8047187160589453,-50.06825334322964,6
27,44.39413493544736,43.8983333333338,2.286601826722622,-12.596910063023312,6
28,80.63335028248395,72.90333333333315,4.280240266246801,-30.058566591174554,6
29,253.75222607124235,249.14333333333286,14.729476065659869,-427.49585425712746,6
30,34.28201152045889,32.44499999999979,2.160926750448022,-9.992081763460263,6
